row_type,node_id,text_label,params,next_node
NODE,confront_01,"九尾の大妖狐が立ち上がった。体長は馬車ほどもある。九本の尾が天を覆い、妖力が大気を震わせる。","{""bg"":""bg_forest_night"",""bgm"":""bgm_battle_boss"",""type"":""text""}",confront_02
NODE,confront_02,"周囲の木々が妖力で白くなっていく。地面に霜が降り、呼吸が白く染まった。","{""bg"":""bg_forest_night"",""bgm"":""bgm_battle_boss"",""type"":""text""}",confront_03
NODE,confront_03,"九尾が跳躍した。月を背に、九つの炎が弧を描く——！","{""bg"":""bg_forest_night"",""bgm"":""bgm_battle_boss"",""type"":""text""}",battle_boss
NODE,battle_boss,"千年の大妖——九尾の大妖狐との死闘——！","{""bg"":""bg_forest_night"",""bgm"":""bgm_battle_boss"",""enemy_group_id"":9067,""type"":""battle""}",
CHOICE,,win,,victory_01
CHOICE,,lose,,end_failure
NODE,victory_01,"九尾が倒れた。だがその体は消えず、穏やかな目でこちらを見つめている。","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_calm"",""type"":""text""}",victory_02
NODE,victory_02,"「……千年生きて、初めて負けた。お前は自分が認めた最後の人間だ」","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_calm"",""speaker_name"":""九尾の大妖狐"",""type"":""text""}",victory_03
NODE,victory_03,"「さて——殺すか。それとも契約を結ぶか。自分の妖力の一部を分けてやってもいい」","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_calm"",""speaker_name"":""九尾の大妖狐"",""type"":""text""}",choice_fate
NODE,choice_fate,"","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_calm"",""type"":""choice""}",
CHOICE,,「依頼通り討伐する。お前が生きている限り地脈は乱れ続ける」,,slay_01
CHOICE,,「契約を結ぶ。お前の力を分けてもらう代わりに、地脈の乱れを止めろ」,,pact_01
NODE,slay_01,"九尾に止めを刺した。千年の命が消える瞬間、九つの炎が天に昇っていった。","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_tense"",""type"":""text""}",slay_02
NODE,slay_02,"山の空気が澄んでいく。地脈の乱れが収まり、大地が穏やかな表情を取り戻した。","{""bg"":""bg_mountain"",""bgm"":""bgm_quest_calm"",""type"":""text""}",slay_03
NODE,slay_03,"両国のギルドに報告した。千年の脅威が去った安堵が、国境を越えて広がった。","{""bg"":""bg_road_day"",""bgm"":""bgm_quest_calm"",""type"":""text""}",end_success
NODE,end_success,"「千年の大妖を討伐——これは歴史に残る偉業だ」\n両国から手厚い報酬を受け取った。冒険者として最高峰の名声を得た。","{""bg"":""bg_guild"",""rewards"":{""gold"":6000,""exp"":550,""reputation"":25,""alignment_shift"":{""justice"":8}},""type"":""end"",""result"":""success""}",
NODE,pact_01,"「契約か。面白い人間だ。いいだろう——自分の妖力の一部をお前に預ける」","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_mystery"",""speaker_name"":""九尾の大妖狐"",""type"":""text""}",pact_02
NODE,pact_02,"九尾の体から金色の炎が一つ、自分の体に宿った。全身に力が漲る——。","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_mystery"",""type"":""text""}",pact_03
NODE,pact_03,"「地脈の乱れは抑えてやる。だが覚えておけ——妖の力には代償がある。いずれわかる」","{""bg"":""bg_forest_night"",""bgm"":""bgm_quest_mystery"",""speaker_name"":""九尾の大妖狐"",""type"":""text""}",pact_04
NODE,pact_04,"両国のギルドには「大妖は倒したが遺体は消えた」と報告した。嘘ではない——半分は。\n大量の報酬を手にしたが、冒険者としての信頼は失われた。","{""bg"":""bg_road_day"",""bgm"":""bgm_quest_calm"",""type"":""text""}",end_success_pact
NODE,end_success_pact,"莫大な報酬を手にした。だがギルドからは不信の目で見られている。\n「本当に倒したのか？ 地脈の乱れは収まったが……」噂は尾を引くだろう。","{""bg"":""bg_guild"",""rewards"":{""gold"":8000,""exp"":400,""reputation"":-20,""alignment_shift"":{""chaos"":12}},""type"":""end"",""result"":""success""}",
NODE,end_failure,"九尾の幻術と妖力に呑まれ、意識が深い闇に沈んだ。\n最後に聞こえたのは、どこか寂しげな狐の鳴き声だった。","{""bg"":""bg_forest_night"",""type"":""end"",""result"":""failure""}",
